Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
Conecta,695427,"Santa Cruz de la Sierra, Bolivia","Atención al Cliente,Telecomunicaciones ",No Declarado ,19 Diciembre 2018,18 Enero 2019,conecta redes y servicios sa empresa en constante crecimiento miembro del grupo nacional vida desea incorporar a su equipo de trabajo para su regional santa cruz un profesional para el cargo decoordinador de call center objetivo del cargoplanificar dirigir controlar y generar valor agregado a los procesos del call center enfocandose en el cumplimiento de las metricas del servicio en la eficiencia en la calidad y en la satisfaccion del programa o servicio a cargo liderizando el trabajo desempenado por los operadores del call center segun su servicio perfil profesional egresado o titulado de carreras administrativas comerciales yo ramas afines un  ano de experiencia en call center conocimiento de idioma espanol ingles y portugues conocimiento de la norma copc  conocimiento de sistema orioncompetencias para asumir el cargo liderazgo orientacion a resultados trabajo bajo presion orientacion al cliente interno y externo mejora continuaprincipales funciones revisar que cada operador este correctamente conectado brindando el soporte correspondiente ejecutar el coaching y feedback a los operadores del call center informar sobre actualizaciones o modificaciones referentes a metricas de produccion liderar al equipo para lograr los objetivos en ventas de manera mensual coordinar con el cliente los objetivos capacitaciones requerimientos informesofrecemos beneficios de ley desarrollo y potencial de carrera oportunidad de crecimiento profesional las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Coordinador(a) de Call Center - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695427/Coordinador(a)-de-Call-Center---Santa-Cruz.html?searchId=1546400657&page=1
24HS S.R.L.,695077,"Cochabamba, Bolivia",Marketing y Ventas ,No Declarado ,18 Diciembre 2018,17 Enero 2019,24hs srl requiere incorporar a su equipo de trabajopersonal para ventasrequisitos experiencia en ventas  disponibilidad inmediata capacidad de trabajo bajo presion y en equipo contar con motocicleta y licencia de conducir responsabilidadse ofrece sueldo basico mas bonos por objetivos beneficios sociales contrato escrito por tiempo indefinido las personas interesadas enviar curriculum vitae actualizado con pretension salarial por trabajopolisbo,Personal para Ventas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695077/Personal-para-Ventas.html?searchId=1546400657&page=1
Autosud Ltda.,695280,"Santa Cruz de la Sierra, Bolivia",Atención al Cliente ,No Declarado ,18 Diciembre 2018,17 Enero 2019,kia motors requiere contratar personal para el cargo de  anfitriona requisitos estudiante o egresada de la carrera de ing comercial experiencia en cargos similares experiencia en atencion al cliente buena presentacion personal competencias  organizacion enfocada a los detalles comunicacion eficaz  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Anfitriona(ón),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695280/Anfitriona(ón).html?searchId=1546400657&page=1
Grupo Scharff,695277,"Santa Cruz de la Sierra, Bolivia","Atención al Cliente,Logística y Almacén ",No Declarado ,18 Diciembre 2018,17 Enero 2019,el grupo scharff una empresa que brinda servicios de logistica integral con una amplia experiencia y lider en su rubro actualmente nos encontramos en la busqueda del mejor talento para el puesto de agente call centersede santa cruz requisitos formacion tecnica completa o universitaria en comercio exterior comercio internacional o ramas afines experiencia en atencion al cliente minimo 6 meses idioma ingles intermedio  manejo de microsoft office y windows competencias atencion y concentracion trabajo bajo presion capacidad de aprendizaje buen nivel de comunicacion orientacion al cliente te invitamos a ser parte de nuestro equipo de trabajo enviando tu hoja de vida y expectativa salarial por trabajopolisbo,Agente Call Center - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695277/Agente-Call-Center---Santa-Cruz.html?searchId=1546400657&page=1
AMASZONAS S.A.,695244,"Santa Cruz de la Sierra, Bolivia","Atención al Cliente,Turismo y Hotelería ",No Declarado ,18 Diciembre 2018,17 Enero 2019,agente de traficosede santa cruz objetivo del puestoser el primer contacto entre los pasajeros y la compania brindando una atencion personalizada y apoyar las operaciones en aeropuerto embarque  desembarque tu actituderes dinamico proactivo te gustan los desafios y tienes la facilidad para manejar y resolver conflictos con clientes requisitos dos  anos de experiencia en trabajos relacionados a la atencion al cliente y ventas  formacion en turismo ing comercial administracion de empresas o afines manejo de ingles en un nivel intermedio capacidad de trabajo en equipo y excelente comunicacion conocimiento de algun gds como sabre amadeus kiu se valorara tus funciones atencion al cliente checkin de pasajeros apoyo en plataforma para la recepcion y despacho de vuelos emision de boletos  beneficios al trabajar con amaszonas transporte casa  aeropuerto  casa en horarios de madrugada y por la noche transporte en ruta fija horarios de salida e ingreso al medio dia refrigerio por cada dia trabajado capacitacion permanente en todas las tareas que deben ser cumplidas salario altamente competitivo en el mercado las personas interesadas deberan enviar su hoja de vida indicando su pretension salarial a traves de trabajopolisbo,Agente de Tráfico - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695244/Agente-de-Tráfico---Santa-Cruz.html?searchId=1546400657&page=1
Banco Económico S.A.,695243,"Cochabamba, Bolivia",Banca y Finanzas ,No Declarado ,18 Diciembre 2018,17 Enero 2019,oficial de plataforma de serviciosregional cochabamba requisitos de formacion y experiencia titulado o egresado en ingenieria financiera ingenieria comercial administracion de empresas o ramas afines experiencia en areas similares  manejo de microsoft office funciones principales atender de manera diligente y cordial a todas las personas que recaben informacion y soliciten los distintos productos y servicios que ofrece el banco satisfaciendo las necesidades del cliente de manera eficiente y acorde con los mejores intereses del banco realizar la gestion comercial para promover la colocacion de productos crediticios y otros para la consecucion de metas competencias requeridas planeacion y organizacion seguimiento y control  actitud de servicio comunicacion tolerancia a la presion enfoque a resultados te ofrecemos estabilidad laboral y la oportunidad de incorporarte a un equipo de trabajo dinamico buenas condiciones laborales remuneracion competitiva en el mercado y acorde al puesto interesados enviar su hoja de vida indicando su pretension salarial por trabajopolisbo ven y forma parte de este equipo de trabajo,Oficial de Plataforma de Servicios - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695243/Oficial-de-Plataforma-de-Servicios---Cochabamba.html?searchId=1546400657&page=1
Prever Asistencia Exequial,694881,"Santa Cruz de la Sierra, Bolivia",Atención al Cliente ,De Bs. 2.060 a Bs. 2.999 ,18 Diciembre 2018,17 Enero 2019,empresa requiere vendedor perfil profesional en la carreras de marketing y ventas ing comercial administracion de empresas experiencia minima de 2 anos en el area de ventas de servicios responsable proactivo que sepa rebatir objeciones con el objetivo de cerrar ventas objetivos del cargogenerar ventas efectivas solidos conocimientos en gestion de ventas seguimiento y cierre manejo de crm dominio de office word excel etc manejo de redes sociales alto nivel de organizacion y coordinacion con demas areas conocimiento de tecnicas de negociacion con clientes ofrecemos estabilidad laboral remuneracion acorde a tus responsabilidades y cumplimientos de objetivos sueldo fijo y comision las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Vendedor(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/694881/Vendedor(a).html?searchId=1546400657&page=1
CECAP CONSULTING,694878,"La Paz, Bolivia","Marketing y Ventas,Recursos Humanos ",Negociable ,18 Diciembre 2018,17 Enero 2019,cecap consulting empresa lider en capacitacion y consultoria con mas de 17 anos a nivel nacional requiere asesor comercialsucursal la paz  requisitos y competencias formacion en ingenieria comercial marketing administracion de empresas o carreras afines experiencia en ventas en instituciones de servicios conocimientos de tecnicas de ventas cierre de ventas y atencion al cliente iniciativa propia dinamismo y honestidad habilidad de comunicacion y negociacion conocimiento en administracion de cartera de clientes capacidad de organizacion y planificacion manejo de redes sociales orientacion a resultados se ofrecesueldo fijo mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) Comercial - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/694878/Asesor(a)-Comercial---La-Paz.html?searchId=1546400657&page=1
NIBOL,695100,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,18 Diciembre 2018,17 Enero 2019,recepcionistasede santa cruz requisitos formacion en secretariado ejecutivo carreras administrativas o comerciales solida experiencia en atencion al cliente conocimientos de aplicaciones microsoft office word excel powerpoint conocimiento de ingles hablado y escrito  competencias orientacion de servicio al cliente proactividad capacidad de aprendizaje tolerancia al trabajo bajo presion resolucion de conflictos las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Recepcionista - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695100/Recepcionista---Santa-Cruz.html?searchId=1546400657&page=1
Conecta,695130,"Santa Cruz de la Sierra, Bolivia","Atención al Cliente,Marketing y Ventas ",No Declarado ,18 Diciembre 2018,17 Enero 2019,conecta empresa miembro del grupo nacional vida desea incorporar a su equipo de trabajo un profesional para ocupar el siguiente cargo operador de call center objetivo del cargobrindar informacion a los clientes sobre consultas solicitudes y reclamos generando experiencias positivas y oportunidades de ventas perfil profesional estudiante a nivel universitario o tecnico de carreras administrativas comerciales humanisticas o ramas afines experiencia minima de 6 meses en atencion al cliente call center  ventas yo manejo de reclamos manejo de microsoft office nivel intermedio orientacion a resultados orientacion al cliente interno y externo iniciativa negociacion y adaptabilidad al cambio disponibilidad para trabajar tiempo completo y en horario rotativo principales funciones ejecutar las transacciones solicitadas por el cliente que esten acorde a las politicas establecidas ofertar promociones o productos de acuerdo a las necesidades del cliente brindar un asesoramiento adecuado al cliente conforme a los objetivos de calidad y satisfaccion ofrecemos salario basico mas comisiones beneficios de ley oportunidad de crecimiento profesional  las personas interesadas postularse enviando su curriculum vitae y pretension salarial por trabajopolisbo,Operador(a) de Call Center,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695130/Operador(a)-de-Call-Center.html?searchId=1546400657&page=1
Importante Empresa,695099,"El Alto, Bolivia",Atención al Cliente ,No Declarado ,18 Diciembre 2018,17 Enero 2019,empresa lider en el rubro de la construccion requiere incorporar a su equipo de trabajo para la ciudad de el alto  la paz un profesional para el cargo decajeroref rrhh 202018objetivo del cargoasegurar una adecuada atencion al cliente mediante transacciones rapidas y precisasperfil profesional auxiliar contable o ramas a fines experiencia de 1 ano en cargos similaresconocimientos valorables conocimientos de sistemas de ventas  conocimientos de manejo de caja conocimiento de tecnicas de cobranzas conocimientos de arqueo de caja manejo de plan de cuentas conocimientos de deteccion de billetes falsoshabilidades atencion al cliente  habilidad de organizacion y seguimiento atencion al detallelas personas interesadas deben enviar su curriculum vitae con carta de presentacion y pretension salarial por trabajopolisbo,Cajero(a) - El Alto,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695099/Cajero(a)---El-Alto.html?searchId=1546400657&page=1
BM Group,695118,"La Paz, Bolivia",Contabilidad y Economía ,No Declarado ,18 Diciembre 2018,17 Enero 2019,nuestro cliente un importante y reconocido bufete de abogados busca incorporar a su equipo de trabajo en la ciudad de la paz a unasistente de contabilidadobjetivos del cargo la persona seleccionada sera responsable de brindar soporte al area contable en aspectos contables impositivos administrativos y de recursos humanos  realizara registros contables manejo de documentacion archivo y otras actividades que lleve adelante la firmarequisitos estudiantes egresados o titulados en contaduria o auditoria experiencia en el area contable al menos 2 anos conocimientos y experiencia sobre normas impositivas laborales y de seguridad social vigentes dominio en el manejo de herramientas virtuales del sin ministerio de trabajo afps y otras manejo de paquetes de computacion especialmente de excellas personas interesadas deben enviar su curriculum vitae con carta de presentacion y pretension salarial por trabajopolisbo,Asistente de Contabilidad - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695118/Asistente-de-Contabilidad---La-Paz.html?searchId=1546400657&page=1
Tienda Amiga ER S.A.,695091,"Santa Cruz de la Sierra, Bolivia",Atención al Cliente ,No Declarado ,18 Diciembre 2018,17 Enero 2019,coordinador de postventaobjetivo del cargoplanificar coordinar y controlar el servicio de atencion al cliente y gestion postventarequisitos formacion en ingenieria industrial comercial o carreras afines experiencia minima de 3 anos en el cargo experiencia en empresas retail o de consumo masivo experiencia liderando un contact center  conocimiento de la norma copc iso o algun referente a gestion de calidad  experiencia en manejo de indicadores de gestion experiencia en gestion de inventarios gestion de materiales y gestion de distribucion ofrecemos estabilidad laboral remuneracion acorde al cargo formar parte de una empresa lider y en crecimiento  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Coodinador(a) Postventa,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695091/Coodinador(a)-Postventa.html?searchId=1546400657&page=1
Acricolor,695062,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,18 Diciembre 2018,17 Enero 2019,si eres un profesional proactivo te entusiasmas por los desafios tienes ambicion de exito ganas de crecer personal y profesionalmente buscas mas que experiencia laboral sino sonar aprender mas y ser mejor postulate a nuestro requerimiento para el cargo de community manager  requisitos profesional en marketing comunicacion social publicidad o rama afines experiencia 2 anos conocimiento en manejo de redes sociales experiencia en gestion de contenido para redes manejo de herramientas de diseno excelente redaccion y ortografia competencias creatividad atencion al detalle organizacion las personas interesadas favor enviar su curriculum vitae indicando su pretension salarial por trabajopolisbo,Community Manager,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695062/Community-Manager.html?searchId=1546400657&page=1
ISOTEK SRL,693242,"Santa Cruz de la Sierra, Bolivia","Ingeniería,Marketing y Ventas ",De Bs. 4.000 a Bs. 4.999 ,18 Diciembre 2018,17 Enero 2019,isotek srl requiere contratar a un profesional con las siguientes caracteristicas ingeniero de ventassede santa cruz requisitos ingeniero industrial  comercial  electrico  electronico o ramas afines conocimiento del rubro electrico electronico e instrumentacion industrial experiencia en el sector industrial de al menos 3 anos  alta capacidad de organizacion y coordinacion facilidad de palabra y conocimiento de tecnicas de negociacion manejo de tecnicas de venta consultiva disponibilidad de viajar al interior del pais licencia de conducir vigente funciones los ingenieros de ventas en isotek son aquellos que usan sus destrezas y conocimiento de ingenieria para ayudar a los clientes a determinar cuales productos o servicios son los que mejor satisfacen sus necesidades y expectativas gestionar cuentas corporativas asignadas busqueda de nuevos clientes y mercados liderar las negociaciones y consecucion de ventas capacidad de crear relaciones estrategicas coparticipar elaborar y defender cotizaciones de gran valor agregado tecnico se ofrecesueldo fijo mas comisiones interesados enviar su cv indicando su pretension salarial por trabajopolisbo ven y forma parte del equipo isotek 2019,Ingeniero(a) de Ventas - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/693242/Ingeniero(a)-de-Ventas---Santa-Cruz.html?searchId=1546400657&page=1
Grupo Avícola Integral Sofía Ltda.,687884,"Santa Cruz de la Sierra, Bolivia",Industria Alimentaria ,No Declarado ,18 Diciembre 2018,17 Enero 2019,auxiliar de transporte requisitos licenciatura en ingenieria industrial ingenieria electromecanica ingenieria mecanica yo ramas afines experiencia minima de 2 anos en el area de logistica manejo de equipos de choferes y programacion de unidades  deseable conocimiento en manejo de rastreo satelital deseable conocimiento de la mecanica de camiones  manejo de excel nivel avanzado tablas dinamicas reportes de analisis etc las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar de Transporte,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/687884/Auxiliar-de-Transporte.html?searchId=1546400657&page=1
Compañía de Alimentos Ltda. (Delizia),695049,"La Paz, Bolivia",Marketing y Ventas ,De Bs. 10.000 a Bs. 14.999 ,18 Diciembre 2018,17 Enero 2019,estamos en busqueda de excelencia profesional expertise ejemplar compromiso con la formalidad y pasion por la efectividad valores plasmados en un lider solido y etico para asumir el cargo en compania de alimentos ltda  de category managera nivel nacional con base en la paz los lideres en delizia comparten los valores de la compania y los profesan adoptan el rol que la empresa cumple en la industria y encuentran inspiracion mantienen claridad con su futuro y crean compromiso todo bajo un fuerte espiritu de excelencia con cimientos en calidad que no se discute la idea de trabajar de la mano de talento que se aprecia apoya y fomenta junto al compromiso de desarrollo y productividad responsable y competitiva que se mantiene con bolivia y su gente  ella candidato ideal debe mantener capacidad de trabajo con enfoque de gestion de resultados impecable honestidad excelente dinamica con su equipo de trabajo voluntad para trabajar bajo presion y amplia habilidad de analisis el cargo tambien demanda una mentalidad de enfoque priorizacion a la ejecucion y pasion por el trabajo en equipo son cualidades indispensables para el desarrollo eficiente agil y sobresaliente de una variedad de proyectos tareas y propuestas especificas a una categoria de productos  profesionales en  ing comercial marketing administracion de empresas  ing industrial  ing de alimentos  ramas afines a marketing yo ventas  amplios conocimientos en  desarrollo y ejecucion de campanas de comunicacion publicidad promocion de ventas branding lanzamiento de productos indicadores de gestion especificos a una categoria de producto y en vinculacion con marketing y ventas  organizacion coordinacion y logistica con equipos de trabajo  mercado nacional con particular expertise en productos de consumo masivo  iniciacion coordinacion y ejecucion de proyectos  excel y otros paquetes vinculados a ventas y marketing excelencia demostrable al momento de contacto se solicitara informacion respecto a la fecha de disponibilidad laboral mas proxima pretension salarial total ganado y fecha de disponibilidad para una primera entrevista  las aplicaciones seran manejadas con mucha reserva y confidencialidad el proceso de reclutamiento para este cargo esta siendo manejado de manera interna y a traves del departamento de recursos humanos gerencia comercial y gerencia de marca las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Category Manager - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695049/Category-Manager---La-Paz.html?searchId=1546400657&page=1
Compañía de Alimentos Ltda. (Delizia),695047,"La Paz, Bolivia",Marketing y Ventas ,De Bs. 3.000 a Bs. 3.999 ,18 Diciembre 2018,17 Enero 2019,estamos en busqueda de un dinamico y proactivo profesional para integrarse a la division de marketing en el departamento comercial de compania de alimentos ltda bajo el cargo de coordinador de medios integrados los lideres en delizia comparten los valores de la compania y los profesan adoptan el rol que la empresa cumple en la industria y encuentran inspiracion mantienen claridad con su futuro y crean compromiso todo bajo un fuerte espiritu de excelencia con cimientos en calidad que no se discute la idea de trabajar de la mano de talento que se aprecia apoya y fomenta junto al compromiso de desarrollo y productividad responsable y competitiva que se mantiene con bolivia y su gente responsabilidades del cargolas principales responsabilidades del cargo se enfocan en el desarrollo de nuestra presencia en plataformas de redes sociales la estrategia comunicacional detras de todo contenido digital y la representacion de la empresa ante medios tradicionales eventos publicos y personalidades mediaticas  perfil profesionalformacion en las carreras de comunicacion social ingenieria comercial marketing publicidad relaciones publicas o ramas afines  conocimientos administracion publicidad y desarrollo de plataformas de redes sociales protocolo etiqueta y relacionamiento con el consumidor medios tradicionales y personalidades publicas administracion de talento creativo y mediatico  planificacion de medios tradicionales  redaccion creativa comunicacional y tecnica enfocada a contenido para plataformas de redes sociales  ella candidato ideal debe aplicar unicamente por medio de esta plataforma y redactar un mensaje dirigido al reclutador detallando las particularidades de su interes por el cargo su experiencia objetiva en plataformas de redes sociales y su expectativa salarial  al momento de contacto se solicitara informacion respecto a la fecha de disponibilidad laboral mas proxima pretension salarial total ganado y fecha de disponibilidad para una primera entrevista  las aplicaciones seran manejadas con mucha reserva y confidencialidad el proceso de reclutamiento para este cargo esta siendo manejado de manera interna y a traves del departamento de recursos humanos y gerencia de marca las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Coordinador(a) de Medios Integrados,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695047/Coordinador(a)-de-Medios-Integrados.html?searchId=1546400657&page=1
Aldeas Infantiles SOS,686883,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,18 Diciembre 2018,17 Enero 2019,aldeas infantiles sos busca para su equipo de santa cruz de la sierra un asistente de padrinazgobase de trabajo santa cruz de la sierra el retofidelizar el vinculo con padrinos internacionales en los servicios de acogida en familia sos en el marco de los principios y procedimientos organizacionales  el perfil licenciatura en comunicacion social periodismo linguistica yo literatura experiencia en redaccion de informes y edicion de material escrito de al menos 2 anos experiencia en tecnica y composicion fotografica  manejo de herramientas tecnologicas y de ofimatica buscamos personas con vocacion de servicio social empaticas creativas y capaces de trabajar bien en equipo ofrecemos ser parte de un equipo competitivo con diversidad de retos a desarrollar seguro de salud y prestaciones sociales las personas interesadas en alguno de los cargos deberan enviar su curriculum vitae con fotocopias de respaldo incluyendo una carta de presentacion senalando el nombre del cargo al que postula e indicando su pretension salarial por trabajopolisbo aldeas infantiles sos bolivia no tolera ningun tipo de maltrato en contra de ninos ninas ni adolescentes,Asistente de Padrinazgo - Santa Cruz de la Sierra,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/686883/Asistente-de-Padrinazgo---Santa-Cruz-de-la-Sierra.html?searchId=1546400657&page=1
Aldeas Infantiles SOS,686885,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,18 Diciembre 2018,17 Enero 2019,aldeas infantiles sos busca incorporar a su equipo un responsable de comunicacionbase de trabajo oficinas de programa  santa cruz de la sierra el retoimplementar el plan de comunicacion posicionamiento y marca de la organizacion en el marco de las politicas y normas institucionales a fin de fortalecer las relaciones externas e internas de la organizacion el perfil licenciatura en ciencias de la comunicacion o periodismo experiencia laboral general minima de 3 anos minimo 1 ano desempenando puestos relacionados a la comunicacion para el desarrollo yo periodismo experiencia laboral en proyectos sociales de 1 ano experiencia en la produccion de material comunicacional y para fotoperiodismo capacidad para elaborar propuestas de comunicacion estrategica corporativa y para la redaccion de informes conocimiento y buen nivel de relacionamiento con medios de comunicacion locales manejo intermedio de los idiomas ingles y aimara  ofrecemos ser parte de un equipo con diversidad en retos a desarrollar seguro de salud y prestaciones sociales las personas interesadas en alguno de los cargos deberan enviar su curriculum vitae con fotocopias de respaldo incluyendo una carta de presentacion senalando el nombre del cargo al que postula e indicando su pretension salarial por trabajopolisbo aldeas infantiles sos bolivia no tolera ningun tipo de maltrato en contra de ninos ninas ni adolescentes,Responsable de Comunicación - Santa Cruz de la Sierra,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/686885/Responsable-de-Comunicación---Santa-Cruz-de-la-Sierra.html?searchId=1546400657&page=1
Aldeas Infantiles SOS,686887,"Santa Cruz de la Sierra, Bolivia",Otros ,No Declarado ,18 Diciembre 2018,17 Enero 2019,el equipo de aldeas infantiles sos santa cruz busca incorporar a su equipo de trabajo profesionales para el cargo de asesor familiar base de trabajo santa cruz responsabilidadasegurar servicios de calidad que garanticen una respuesta adecuada a las necesidades de desarrollo de ninos ninas adolescentes y jovenes en un entorno familiar protector en ejercicio de sus derechos el perfil licenciatura en ciencias sociales yo humanisticas experiencia de trabajo minima de 3 anos en la gestion de proyectos sociales desarrollo sostenible e investigacion conocimiento y experiencia en terapia u orientacion familiar conocimiento y manejo tecnico del enfoque sistemico en relacion al diagnostico e intervencion familiar experiencia en el desarrollo de programas integrales de formacion de ninosas y jovenes y adultos basados en el desarrollo humano y con enfoque de genero conocimiento y experiencia en aplicacion de metodologias de planificacion estrategica y desarrollo comunitario experiencia en sistematizacion de procesos conocimiento de politicas y leyes nacionales de proteccion a la infancia y a la familia manejo de metodologias de trabajo con organizaciones sociales conocimiento de diferentes metodologias pedagogicas y desarrollo de planes de capacitacion relacionados con ninos y adultos competencias generales manejo de paquetes de office autonomia de gestion capacidad de trabajo en equipo capacidad de planificacion y organizacion proactividad ofrecemos ser parte de un equipo con diversidad en retos a desarrollar seguro de salud y prestaciones sociales las personas interesadas deberan enviar su curriculum vitae actualizado incluyendo una carta de presentacion indicando pretension salarial por trabajopolisbo aldeas infantiles sos bolivia no tolera ningun tipo de maltrato en contra de ninos ninas ni adolescentes,Asesor(a) Familiar - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/686887/Asesor(a)-Familiar---Santa-Cruz.html?searchId=1546400657&page=1
Roghur S.A.,695034,"Santa Cruz de la Sierra, Bolivia","Ingeniería,Marketing y Ventas ",Dependiendo de la Experiencia ,18 Diciembre 2018,17 Enero 2019,se necesita uncommunity manager cmrequisitos educacion minima egresado o titulado en marketing y publicidadconocimientos especiales cursos de community management inbound marketing social media management seoexperienciaun  ano en empresas comercialespersonalidad y competencias manejo de redes sociales facebook youtube linkedin instagram whatsapp business conocimiento de google adwords manejo de herramientas microsoft office facilidad de expresion oral y escrita excelente nivel de ortograficaprincipales funciones responder a las consultas de clientes en diferentes plataformas digitales moderacion de redes sociales foros y blog actualizacion administracion y mantenimiento de base de datos de clientes apoyo a la administracion de pedidos online apoyo a actividades logisticas de pedidos online apoyo en tareas de upload de contenidos digitales para web redes sociales y bloglas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Community Manager “CM”,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695034/Community-Manager-“CM”.html?searchId=1546400657&page=1
Acricolor,695056,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,18 Diciembre 2018,17 Enero 2019,si eres un profesional proactivo te entusiasmas por los desafios tienes ambicion de exito ganas de crecer personal y profesionalmente buscas mas que experiencia laboral sino sonar aprender mas y ser mejor postulate a nuestro requerimiento para el cargo depasante de marketing digitalrequisitos estudiantes desde el 7mo semestre en las carreras comunicacion social marketing ingenieria comercial o ramas afines dominio de excel capacidad de redaccion capacidad de aprendizaje y relaciones interpersonales funcion principaldar soporte al area de ecommerce las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae con su carta de presentacion por trabajopolisbo,Pasante de Marketing Digital,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695056/Pasante-de-Marketing-Digital.html?searchId=1546400657&page=1
Continental Voyages Bolivia SRL,687528,"Sucre, Bolivia",Administración y Oficina ,No Declarado ,18 Diciembre 2018,17 Enero 2019,empresa del rubro hotelero precisa encargada administrativa requisitosprofesional en gestion de turismo yo administracion de empresas con experiencia en atencion al cliente funciones principales ejecucion de procesos administrativos de la sala de ventas realizar contratos para nuevos clientes recibir y registrar pagos de clientes  revisar y reportar nominas de comisiones habilidades responsabilidad compromiso trabajo bajo presion tolerancia organizacion honestidad las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Encargada(o) Administrativa(o),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/687528/Encargada(o)-Administrativa(o).html?searchId=1546400657&page=1
INDUSTRIAS FERROTODO LTDA.,695082,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,18 Diciembre 2018,17 Enero 2019,forma parte de una empresa lider en el rubro industrial postula al puesto secretaria objetivo del cargorealizar todas las actividades de apoyo a gerencia en la administracion de documentos oficiales comunicacion archivo agenda y atencion a funcionarios y publico en generalfunciones recepcionar clasificar registrar y archivar los documentos recibidos en la gerencia general gestion de llamadas y agenda telefonica manejo de la agenda de actividades entre otrasrequisitos formacion tecnica en secretariado ing comercial marketing o afines experiencia minima de 1 ano en cargo similares conocimiento de organizacion de documentos excelente ortografia y redaccion dominio de microsoft office basico word excel power point outlook nivel medio excelente atencion al cliente internoofrecemos capacitacion permanente buen ambiente laboral oportunidad de desarrollo y crecimiento interesados postularse por medio de la pagina trabajopolisbo,Secretaria,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/695082/Secretaria.html?searchId=1546400657&page=1
