Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
Importante Empresa Alimenticia,706496,"Cochabamba, Bolivia",Industria Alimentaria ,Negociable ,17 Enero 2019,16 Febrero 2019,empresa lider en productos alimenticios de consumo agroindustrial requiere incorporar a su equipo encargado de almacenes y silos  requisitos titulado en administracion de empresas contaduria ingenieria industrial 2 anos de experiencia relacionados con el manejo de almacenes silos e inventarios conocimiento de almacenes y manejo de silos de granos supervisar la labor de los funcionarios del almacen conocimiento de metodos de evaluacion de inventarios en almacen y silos conocimiento de office y excel intermedio avanzado normativas iso 2000 disponibilidad inmediata interesados presentar su cv y pretension salarial  por trabajopolisbo,Encargado(a) de Almacenes y Silos,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706496/Encargado(a)-de-Almacenes-y-Silos.html?searchId=1546400657&page=1
Importante Empresa Alimenticia,706493,"Cochabamba, Bolivia",Contabilidad y Economía ,Negociable ,17 Enero 2019,16 Febrero 2019,empresa lider en productos alimenticios de consumo agroindustrial requiere incorporar a su equipo un auxiliar de contabilidad y tesoreria  requisitos titulado en auditoria o contaduria conocimiento de algun software contable tres  anos de experiencia relacionados con el manejo contable conocimiento de operaciones bancarias activas y pasivas excel nivel intermedio o alto disponibilidad inmediata las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial  por trabajopolisbo,Auxiliar de Contabilidad y Tesorería,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706493/Auxiliar-de-Contabilidad-y-Tesorería.html?searchId=1546400657&page=1
Institución Financiera de Desarrollo SEMBRAR SARTAWI IFD,702400,"Santa Cruz de la Sierra, Bolivia",Banca y Finanzas ,No Declarado ,17 Enero 2019,16 Febrero 2019,cajero volante sede santa cruz formaciontecnico medio o egresado de administracion de empresas auditoria o ingenieria comercial perfil del cargo experiencia laboral de un ano en entidades financieras conocimiento de tesoreria conocimiento e identificacion de billetes falsos conocimiento de contabilidad disponibilidad para viajes  ofrecemos buena remuneracion salarial capacitaciones constantes buen ambiente de trabajo  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Cajero(a) Volante - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702400/Cajero(a)-Volante---Santa-Cruz.html?searchId=1546400657&page=1
Institución Financiera de Desarrollo SEMBRAR SARTAWI IFD,706774,"Sucre, Bolivia",Banca y Finanzas ,No Declarado ,17 Enero 2019,16 Febrero 2019,asesor de credito individual sede sucre requisitos licenciado en economia administracion de empresas ingenieria comercial yo agronomia conocimiento de la industria de las microfinanzas conocimiento de normativas del ente regulador  analisis de riesgos inherentes a las operaciones crediticias licencia de conducir vigente experiencia un  ano en cargos similares experiencia en ventas competencias comunicacion asertiva liderazgo trabajo en equipo empatia proactividad te ofrecemos excelente ambiente de trabajo oportunidad de crecimiento beneficios de ley capacitacion continua  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Crédito Individual - Sucre,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706774/Asesor(a)-de-Crédito-Individual---Sucre.html?searchId=1546400657&page=1
Institución Financiera de Desarrollo SEMBRAR SARTAWI IFD,706770,"Sucre, Bolivia",Banca y Finanzas ,No Declarado ,17 Enero 2019,16 Febrero 2019,asesor de credito banca comunalsede sucre formacion academicatitulado o egresado en economia administracion de empresas ingenieria comercial o agronomia requisitos del cargo conocimiento de tecnologias crediticias  capacidad de analisis de riesgo y conocimiento de la normativa asfi  licencia de conducir para motocicleta o vehiculo orientacion al cliente y a las ventas alta capacidad de comunicacion oral y escrita experiencia minima de un ano  te ofrecemos remuneracion acorde al cargo capacitaciones constantes buen ambiente de trabajo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Crédito Banca Comunal - Sucre,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706770/Asesor(a)-de-Crédito-Banca-Comunal---Sucre.html?searchId=1546400657&page=1
Institución Financiera de Desarrollo SEMBRAR SARTAWI IFD,706767,"Tarija, Bolivia",Banca y Finanzas ,No Declarado ,17 Enero 2019,16 Febrero 2019,asesor de credito banca comunalsede tarija formacion academicatitulado o egresado en economia administracion de empresas ingenieria comercial o agronomia requisitos del cargo conocimiento de tecnologias crediticias  capacidad de analisis de riesgo y conocimiento de la normativa asfi  licencia de conducir para motocicleta o vehiculo orientacion al cliente y a las ventas alta capacidad de comunicacion oral y escrita experiencia minima de un ano  te ofrecemos remuneracion acorde al cargo capacitaciones constantes buen ambiente de trabajo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Crédito Banca Comunal - Tarija,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706767/Asesor(a)-de-Crédito-Banca-Comunal---Tarija.html?searchId=1546400657&page=1
Institución Financiera de Desarrollo SEMBRAR SARTAWI IFD,706764,"Potosí, Bolivia",Banca y Finanzas ,No Declarado ,17 Enero 2019,16 Febrero 2019,asesor de credito banca comunalsede potosi formacion academicatitulado o egresado en economia administracion de empresas ingenieria comercial o agronomia requisitos del cargo conocimiento de tecnologias crediticias  capacidad de analisis de riesgo y conocimiento de la normativa asfi  licencia de conducir para motocicleta o vehiculo orientacion al cliente y a las ventas alta capacidad de comunicacion oral y escrita experiencia minima de un ano  te ofrecemos remuneracion acorde al cargo capacitaciones constantes buen ambiente de trabajo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Crédito Banca Comunal - Potosí,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706764/Asesor(a)-de-Crédito-Banca-Comunal---Potosí.html?searchId=1546400657&page=1
Institución Financiera de Desarrollo SEMBRAR SARTAWI IFD,706752,"Potosí, Bolivia",Banca y Finanzas ,No Declarado ,17 Enero 2019,16 Febrero 2019,asesor de credito individual sede potosi requisitos licenciado en economia administracion de empresas ingenieria comercial yo agronomia conocimiento de la industria de las microfinanzas conocimiento de normativas del ente regulador  analisis de riesgos inherentes a las operaciones crediticias licencia de conducir vigente experiencia un  ano en cargos similares experiencia en ventas competencias comunicacion asertiva liderazgo trabajo en equipo empatia proactividad te ofrecemos excelente ambiente de trabajo oportunidad de crecimiento beneficios de ley capacitacion continua  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Crédito Individual - Potosí,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706752/Asesor(a)-de-Crédito-Individual---Potosí.html?searchId=1546400657&page=1
INGEVAP SRL,707550,"Santa Cruz de la Sierra, Bolivia",Técnico ,Dependiendo de la Experiencia ,16 Enero 2019,15 Febrero 2019,se requieretecnico mecanico industrialrequisitos preferentemente con experiencia en mantenimiento de valvulas piping tanques calderas en general conocimiento de redaccion de informes solidos conocimientos de word excel autocad 2d preferentemente 3d o similar conocimiento de diseno de piping tk o cualquier diseno mecanico conocimientos de circuitos electricos disponibilidad de viajes a toda bolivia licencia de conducir categoria alas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Técnico Mecánico Industrial,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707550/Técnico-Mecánico-Industrial.html?searchId=1546400657&page=1
Seguros y Reaseguros,707574,"Cochabamba, Bolivia",Marketing y Ventas ,No Declarado ,16 Enero 2019,15 Febrero 2019,requiere incorporar a su equipo de trabajo de sucursal cochabamba a un jefe comercial individuales objetivo del cargoapoyar y colaborar a la gerencia regional en todo lo concerniente a la gestion comercial individual a traves de la captacion formacion y desarrollo de nuevos agentes de ventas para incrementar la produccion de la regional formacion y experiencia profesional en ingenieria comercial administracion de empresas o ramas afines  postgrado en el area comercial yo marketing no excluyente experiencia en seguros yo banca de por lo menos 2 anos conocimientos conocimiento de normativa aps conocimiento de ley de seguros idioma ingles manejo de office competencias liderazgo toma de decisiones manejo de equipos orientacion a resultados planificacion  organizacion  disponibilidad inmediata invitamos a quienes reunan los requisitos solicitados a enviarnos su hoja de vida actualizada con pretension salarial  por trabajopolisbo,Jefe Comercial Individuales,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707574/Jefe-Comercial-Individuales.html?searchId=1546400657&page=1
SORCAL EL TILUCHI,705812,"Santa Cruz de la Sierra, Bolivia",Construcción ,Negociable ,16 Enero 2019,15 Febrero 2019,crecemos y buscamos talento requerimosejecutivos comercialessede santa cruzobjetivo comercializar productos para la construccion pinturas hormigon cemento alquiler de puntales y andamios acero de construccion productos prefabricados y otros materialesrequisitoslicenciado en ingenieria civil arquitectura o tecnico en construccionse ofrece  basico mas comisiones bono transporte y telefonico  excelente clima laboral todos los beneficios de ley las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivos(as) Comerciales - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/705812/Ejecutivos(as)-Comerciales---Santa-Cruz.html?searchId=1546400657&page=1
HERCOR SRL,707518,"Santa Cruz de la Sierra, Bolivia",Construcción ,No Declarado ,16 Enero 2019,15 Febrero 2019,empresa de prefabricados de hormigon busca incorporar a su equipo de trabajo un profesional para el puesto de asesor de ventas responsabilidades generar dar seguimiento y cierre a las propuestas comerciales  visitara a los clientes en obras para ofertar o atender requerimientos de productos coordinar con los clientes la entrega de sus productos elaborar reporte de seguimiento y proyeccion de ventas requisitos  egresado yo titulado de ingenieria comercial civil o ramas afines experiencia minima de 1 ano en la comercializacion de productos de la construccion   conocimiento en venta directa  debe tener garante personalcompetencias alta capacidad de organizacion y planificacion habilidades comerciales coordinacion y orientacion a resultadosse ofrecesalario fijo  comisiones  bono de transporte las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Ventas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707518/Asesor(a)-de-Ventas.html?searchId=1546400657&page=1
Trauma Clinic S.R.L,707507,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,De Bs. 3.000 a Bs. 3.999 ,16 Enero 2019,15 Febrero 2019,trauma clinic srl convoca a las personas interesadas en optar al cargo deauxiliar contable objetivo del cargo cuidar el resguardo y mantenimiento de la confidencialidad de la informacion suministrada por la organizacion y por el paciente responsable del cumplimiento de funciones y objetivos del area administrativa conocimientos educacion universitaria en caja y banco manejo de kardex e inventarios administracion y manejo de personal en seguridad social en fondo de pensiones en materia tributaria experienciados  anos en cargos de administracion habilidades manejo de sistemas contables de computacion capacidad de resolver contingencias tributarias contables y laborales comunicacion cordial y respetuosalas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar Contable,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707507/Auxiliar-Contable.html?searchId=1546400657&page=1
Universidad Privada Franz Tamayo,707508,"Cochabamba, Bolivia","Administración y Oficina,Medicina y Salud ",No Declarado ,16 Enero 2019,15 Febrero 2019,coordinador academico  facultad ciencias de la saludsede cochabamba requisitos licenciatura de medico cirujano o en areas sociales se valorara experiencia de 2 anos en cargos similares experiencia laboral en trabajo administrativo de oficina de 2 anos conocimientos en gestion academica se valorara experiencia docente excelentes relaciones interpersonales dominio de herramientas ofimaticas microsoft office las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Coordinador(a) Académico(a) - Facultad Ciencias de la Salud - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707508/Coordinador(a)-Académico(a)---Facultad-Ciencias-de-la-Salud---Cochabamba.html?searchId=1546400657&page=1
Grupo Nacional Vida,707513,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,16 Enero 2019,15 Febrero 2019,grupo nacional vida desea incorporar a su equipo de trabajo para su regional santa cruz un profesional con los siguientes requisitosejecutivo de productoobjetivo del cargorealizar benchmarking de productos de la competencia en las regionales a traves de investigaciones con herramientas propias para que los productos de la compania sean diferenciadores en el mercadoperfil profesional licenciatura en ingenieria comercial marketing administracion de empresas yo ramas afines tres  anos de experiencia en puestos generales un  ano de experiencia en cargos especificoscompetencias para asumir el cargo orientacion al cliente interno y externo orientacion al detalle orientacion a resultados trabajo bajo presionprincipales funciones realizar acompanamiento al area comercial de su linea responsable por medio de un cronograma de visitas periodicas a canales de venta e intermediarios de seguros con el objetivo de reforzar y apoyar nuevos productos y el cumplimiento del presupuesto realizar la capacitacion de productos a la fuerza de venta o canal disenar propuestas de seguros con valores agregados  diferenciadoras de la competenciaofrecemos beneficios de ley desarrollo y potencial de carrera oportunidad de crecimiento profesionallas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Producto - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707513/Ejecutivo(a)-de-Producto---Santa-Cruz.html?searchId=1546400657&page=1
CARMAX Hyundai,702482,"Cochabamba, Bolivia","Atención al Cliente,Marketing y Ventas ",No Declarado ,16 Enero 2019,15 Febrero 2019,carmax distribuidor oficial de hyundai e isuzu en bolivia se encuentra en la busqueda para su equipo de trabajo  asesor comercialbase cochabamba objetivoidentificar las necesidades de los clientes y asesorar la compra de exitosa de sus vehiculos hyundai y camiones isuzu funciones brindar la atencion a nuestros clientes y exponer las caracteristicas de los productos realizar la presentacion del vehiculo evaluar a los clientes potenciales realizar el proceso de venta mantener actualizada la base y ampliar la cartera de clientes requisitos formacion academica en ingenieria comercial administracion de empresas o ramas afines experiencia minima de 3 anos realizando ventas experiencia comprobable en atencion al cliente experiencia en el area comercial dentro del rubro automotriz  licencia de conducir vigente  se ofrecela oportunidad de pertenecer a una empresa en expansion estabilidad laboral crecimiento profesional sueldo fijo mas comisiones se programaran las entrevistas via telefonica personas que cumplan los requisitos enviar su curriculum actualizado por trabajopolisbo,Asesor(a) Comercial - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702482/Asesor(a)-Comercial---Cochabamba.html?searchId=1546400657&page=1
Empresa Comercial,706373,"Cochabamba, Bolivia","Atención al Cliente,Marketing y Ventas ",De Bs. 3.000 a Bs. 3.999 ,16 Enero 2019,15 Febrero 2019,estamos creciendo y buscamos a los mejores si las ventas y el deporte son tu pasion no dudes en postular seguro tenemos un espacio para tiejecutivo de ventasfunciones desarrollo seguimiento y manejo de una cartera de clientes busqueda de nuevos clientes a nivel regional  atencion de clientes en tienda comercializacion de articulos deportivos enfoque al alcance de los objetivos de ventas mensuales habilidades empaticas para el relacionamiento con los clientes entablando relaciones solidas y rentablesformacion academica profesional o egresado en ingenieria comercial o marketing no excluyente disciplinas deportivasrequerimientos solida y comprobable experiencia en ventas no excluyente habilidad para negociacion y cierre de ventas capacidad de trabajar en base a objetivos metas y obtencion de resultados trabajo en equipo y bajo presion debe estar dispuesto a colaborar en todas las actividades que sean necesarias dentro de la empresa se valorara experiencia en ciclismo running u otras disciplinas deportivasofrecemos estabilidad laboral buen ambiente y beneficios sociales remuneracion competitiva de acuerdo con las responsabilidades del cargo sueldo fijo base mas comisiones por ventalas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706373/Ejecutivo(a)-de-Ventas.html?searchId=1546400657&page=1
Aldeas Infantiles SOS,707226,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,16 Enero 2019,15 Febrero 2019,organizacion internacional sin fines de lucro presenten en bolivia hace mas de 49 anos busca incorporar a su equipo un gestor de aportes buscamos personas con ganas de superacion capaz de afrontar retos y desafios responsabilidades seguimiento a la cartera asignada a traves de la atencion y visita a oficinas yo domicilios a los amigos sos verificacion cobro y registro de aportes segun recibos planillas y depositos perfil experiencia minima de 1 ano relacionada con ventas seguimiento a clientes y cobranzas externa amabilidad y excelente trato a clientes capacidad de trabajo bajo presion y proactividad manejo de office conocimiento de las rutas y zonas de santa cruz ofrecemos ser parte de un equipo competitivo de trabajo seguro de salud y prestaciones sociales  las personas interesadas en el cargo deberan enviar su curriculum vitae por trabajopolisbo detallando en el asunto el nombre del cargo al que postula e incluyendo una carta de presentacion indicando su pretension salarial,Gestor(a) de Aportes,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707226/Gestor(a)-de-Aportes.html?searchId=1546400657&page=1
Guayabochi srl,706449,"La Paz, Bolivia",Telecomunicaciones ,No Declarado ,16 Enero 2019,15 Febrero 2019,empresa de servicios en el area de telecomunicacion requiere personal para el cargomanager de implementacion base la pazrequisitos conocimiento en ingenieria de diseno enlace supervision soporte producto proyecto ml redes de transmision de microondas conceptos de calculo y link budget para enlaces punto a punto entendimiento de topologia de red de transmision de microondas manejo de recursos y optimizacion de enlace manejo de vlan y configuracion general de minilink parametros de radio trafico calidad medicion performancelas personas interesadas que cumplan con el perfil podran enviar su hoja de vida indicando su pretension salarial por trabajopolisbo,Manager de Implementación - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706449/Manager-de-Implementación---La-Paz.html?searchId=1546400657&page=1
CFT SERVICIOS,706837,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,Dependiendo de la Experiencia ,16 Enero 2019,15 Febrero 2019,requerimosauxiliar contablesede warnesrequisitos experiencia en trabajos administrativos y contables estudios en contabilidad yo areas administrativas responsable y puntual con capacidad de planificar y organizar tanto su tiempo como el trabajo que se le asigne ordenado con la documentacion que se le entregue ideal que viva en warnes y cuente con transporte propio para llegar a la industria se le reconocera un bono de transportehorario laboralpara trabajar tiempo completo en empresa industrial en expansionlas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar Contable - Warnes,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706837/Auxiliar-Contable---Warnes.html?searchId=1546400657&page=1
Universal Pharma,706112,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,Negociable ,16 Enero 2019,15 Febrero 2019,auxiliar contable competencias  estudiante de ultimos semestre egresado o titulado en contaduria general  conocimientos en normativa contable  manejo de sistema sap y microsoft office excel  experiencia en cargos similares de al menos 2 anos no limitante  requisitos  persona organizada dinamica y creativa  capacidad de trabajar bajo presion  orientado a los resultados las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar Contable,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706112/Auxiliar-Contable.html?searchId=1546400657&page=1
Unibienes S.A.,707298,"Santa Cruz de la Sierra, Bolivia",Otros ,No Declarado ,16 Enero 2019,15 Febrero 2019,si eres una persona proactiva dinamica y emprendedora te invitamos a formar parte de nuestro equipoagentes de seguros generalesrequisitos bachiller en humanidades aptitud comercial capacidad de negociacion facilidad de trato con las personas deseo de crecimiento personal y profesionalsi cumples con los requisitos unibienes seguros y reaseguros patrimoniales sa te ofrece la oportunidad de desarrollarte profesionalmentelas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Agentes de Seguros Generales,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707298/Agentes-de-Seguros-Generales.html?searchId=1546400657&page=1
Maria Fernanda Roca (Coaching & Reclutamiento),706706,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Contabilidad y Economía ",Negociable ,16 Enero 2019,15 Febrero 2019,nuestro cliente reconocida empresa multinacional de consumo masivo necesita incorporar a su equipo de trabajo unauxiliar de tesoreriaprincipales funciones realizar la recaudacion diaria de las ventas al contado y credito de la empresa controlar el efectivo entregado por los vendedores al sistema de recojo diario de la empresa registrar en el sistema todos los traspasos diarios de cada unidad movil del equipo comercial recepcionar y resguardar la documentacionrequisitos formacion tecnica como perito contable egresado o estudiante de los ultimos semestres de contaduria publica ingenieria financiera o ramas afines experiencia minima de 3 anos en el cargo deseable en empresas de consumo masivo dominio en el manejo de efectivo manejo de microsoft office excel y powerpoint conocimiento del sistema sap disponibilidad para trabajar de lunes a viernes de 15 a 22hrs y sabados de 12 a 17hrsse ofrece seguro de salud privado excelente ambiente laboral pertenecer a un gran equipo de trabajolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar de Tesorería,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706706/Auxiliar-de-Tesorería.html?searchId=1546400657&page=1
ECCI S.R.L.,707201,"Santa Cruz de la Sierra, Bolivia",Construcción ,No Declarado ,16 Enero 2019,15 Febrero 2019,empresa en el rubro de la construccion necesita contratar profesional para trabajar en santa cruz en el cargo de ingeniero mecanico junior deseamos contratar profesional en carreras de ingenieria mecanica o ramas afines habilidades de negociacion y comunicacion conocimiento en compras de repuestos para equipo pesado y vehiculos livianos minimamente debe contar con 1 anos de experiencia en compras principales funciones cotizar compra de repuestos solicitados mediante orden de compra generar reportes periodicos relativo a los procesos de compras encomendadas seleccion de proveedores que cumplan con los requerimientos de la empresa realizar la entrega oportuna de las facturas al dpto de contabilidad seguimiento a las solicitudes de compra o servicios verificar el ingreso a almacenes con notas de recepcion y otros reportes informativos manejo de excel intermedio requerimos un profesional organizado capacidad de trabajo en equipo y con buenas habilidades de manejo de negociacion licencia de conducir ofrecemosremuneracion de acorde al cargo buen clima laboral y la oportunidad de desarrollo profesional en nuestra empresa  invitamosa quienes reunan los requisitos solicitados a enviarnos sus hojas de vida debidamente actualizada adjuntando carta de presentacion y pretension salarial por trabajopolisbo,Ingeniero(a) Mecánico(a) Júnior - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707201/Ingeniero(a)-Mecánico(a)-Júnior---Santa-Cruz.html?searchId=1546400657&page=1
Grupo Nacional Vida,707156,"Tarija, Bolivia","Administración y Oficina,Banca y Finanzas ",No Declarado ,16 Enero 2019,15 Febrero 2019,nacional seguros patrimoniales y fianzas sa empresa miembro del grupo nacional vida desea incorporar a su equipo de trabajo el siguiente profesionaloficial de riesgosbase tarijaobjetivo del cargorealizar la revision y evaluacion de la capacidad economica y tecnica del cliente a fin de informar oportunamente sobre el grado de exposicion de los riesgos inherente a los que se encuentre expuesta la compania de acuerdo a las politicas y procedimientos establecidosrequisitos lic en ciencias empresariales yo ramas afines experiencia laboral minima de un ano en puestos similares se valorara la experiencia en entidades financieras conocimientos en seguros competencias para asumir el cargo trabajo bajo presion toma de decisiones comunicacion eficaz pensamiento analitico planificacion y organizacionprincipales funciones realizar el analisis tecnico y economico del cliente realizar la revision y seguimiento de las fianzas otorgadas realizar la verificacion y seguimiento al proceso de aprobacion e informes de las operaciones elaborar reportes e informes que se requieraofrecemos estabilidad laboral remuneracion atractiva en relacion a la responsabilidad del cargo desarrollo y potencial de carrera capacitacion permanentelas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Oficial de Riesgos - Tarija,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707156/Oficial-de-Riesgos---Tarija.html?searchId=1546400657&page=1
Banco Pyme Ecofuturo S.A.,705890,"Santa Cruz de la Sierra, Bolivia",Banca y Finanzas ,No Declarado ,16 Enero 2019,15 Febrero 2019,oficial de creditos sucursal santa cruz  agencia alto san pedro el objetivo del cargo esofertar evaluar presentar sugerir y gestionar la cartera de operaciones crediticias asi como promocionar la gama de productos y servicios que brinda la institucion para el logro de las metas operativas de la sucursal  requisitos profesionales a nivel de licenciatura de las carreras economicas financieras experiencia minima de tres anos en la otorgacion de creditos a la micro y pequena empresa en entidades financieras como tambien en el manejo y recuperacion de cartera en mora  los conocimientos tecnicos requeridos para este cargo son normativa relacionada con el area crediticia emanada de instancias de regulacion y fiscalizacion vinculadas a entidades de intermediacion financiera codigo de comercio gestion de creditos herramientas de pronostico economico financiero procesadores de palabras y hoja de calculos licencia de conducir para automovil las competencias asociadas al cargo son analisis financiero atencion al cliente trabajo en equipo negociacion ventas analisis y solucion de problemas capacidad de organizacion y planificacion proactividad e iniciativa altos valores eticos y morales las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Oficial de Créditos (Sucursal Santa Cruz - Agencia Alto San Pedro),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/705890/Oficial-de-Créditos-(Sucursal-Santa-Cruz---Agencia-Alto-San-Pedro).html?searchId=1546400657&page=1
Jugos Bolivianos S.R.L.,706755,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,16 Enero 2019,15 Febrero 2019,empresa industrial requiere incorporar a su equipo de trabajo promotor de ventas  valoramos experiencia en ventas de productos de consumo masivos solidos conocimientos en tecnicas de ventas manejo de cartera de clientes capacidad de trabajo bajo presion enfoque a resultados compromiso cumplimiento de metas contar con motocicleta beneficios oportunidad de desarrollo estabilidad laboral remuneracion de acuerdo al mercado sueldo fijo comisiones metas alcanzables bonos viaticos y atractivos premios mensuales las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Promotor(a) de Ventas (Ruta),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706755/Promotor(a)-de-Ventas-(Ruta).html?searchId=1546400657&page=1
HANSA Ltda.,707221,"Santa Cruz de la Sierra, Bolivia","Atención al Cliente,Logística y Almacén ",De Bs. 2.060 a Bs. 2.999 ,16 Enero 2019,15 Febrero 2019,la division consumo  pharma de hansa ltda busca incorporar a su equipo de trabajo al area de almacen  distribucion un  choferbase santa cruz formacion educacion bachiller curso manejo defensivo conocimientos de mecanica basica curso de conduccion y licencia de conducir categorias b o c curso basicos de computacion experiencia 4 anos de experiencia en el cargo 1 ano de experiencia en distribucion de productos masivos habilidades elevados principios morales respeto honradez honestidad sinceridad y compromiso responsabilidad disciplina y perseverancia tolerancia a la presion trabajo en equipo y de generar un ambiente de trabajo positivo pro actividad y metodologia requisitos para ser parte de la seleccion contar con garantias personales con bien inmueble cumplir con el perfil requerido las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Chofer - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707221/Chofer---Santa-Cruz.html?searchId=1546400657&page=1
Banca de Talentos S.R.L.,706106,"Oruro, Bolivia","Administración y Oficina,Banca y Finanzas ",No Declarado ,16 Enero 2019,15 Febrero 2019,cajerosede oruro requisitos estudiante de ultimos semestres egresado formacion a nivel tecnico o licenciatura en areas financieras economicas yo administrativas experiencia de en cargos similares al menos 1 ano  conocimientos de microsoft office  es importante capacidad de realizar registros contables capacidad de facturar servicios y efectuar pagos y cobranzas capacidad de realizar registros de compra y venta capacidad de realizar archivo de la documentacion competencias solicitadas sentido de compromiso y proactividad gestion de resultados y motivacion por logro capacidad de coordinacion y comunicacion atencion al detalle y calidad en el trabajo agilidad interpersonal y organizacional las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Cajero(a) - Oruro,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706106/Cajero(a)---Oruro.html?searchId=1546400657&page=1
